Label,text
1,Semoga rezeki dari 𝐴𝐇𝙈𝘈𝐷T𝑂T𝙊membawa berkah dan manfaat bagi sesama umat manusia!
1,"kepala kalian lah sketer hitam , cuman di mandalika77 no tiputipu"
0,"saran gua sih kalo streamer gede pake akun kecil, nah kalo streamer kecil2 gitu baru pake akun gede, soalnya kalo akun gede ke streamer kecil keliatan tuh reaksi nya, klo ke streamer gede pake akun gede mah biasa ga si"
0,"malesss ah, gak ada tepee❤"
1,"rezeki melimpah 𝑺𝑼𝑯𝑼𝟑𝟐𝟖 , makasih !"
0,"Nino ini paling brisik jir, trus panikan juga😂"
0,Marapthon bakal ada 1 tahun
1,🌴 Bersantai + seru = 🅿︎U︎L︎A︎U︎777
0,"Jot : "" Lagi deketin temen kita ""
( maksudnya si Kitty kah?) 😅"
1,❤𝐌𝐀𝐗𝐖𝐈𝐍𝟖𝟖❤ bikin setiap victory terasa gokil.
0,editor gblk kurang besar tuh notif killnya
1,Putaran nya cakep bener pake Tkp 【ÇÄRÌ ÐÌ GÖÖGLÈ　：】:   【𝓛𝓐𝓩𝓐𝓓𝓐𝓣𝓞𝓣𝓞】🔥🔥
1,emang gak se-adil alexis17 deh .
0,Part paling pecah😭🤣🤣😴😴🤣
0,bau2 sign sponsor utama nih.
0,matanya pada enak gitu cuy air apaan tuh di gelas😂
0,Mantep om dedd kurang panjang durasi nya
0,See u next year guys❤🔥🔥
1,"PULAUWIN gak banyak janji, tapi lo bakal balik"
1,😎 🅿️ⓤⓛⓐⓊ777 bikin harimu makin gokil!
1,🌴 Semua fun ada di 🅿︎U︎L︎A︎U︎777
0,PLIS MARAPTHON UNDANG BRYAN FURRAN
0,"pake akun kecil, nanti di reavel pas after match liat reaksi yang di prank"
0,Gak kerasa nonton ampe full. Anjir..😂😂😂
1,"𝘼𝙇𝙀𝙓𝙄𝙎17 emang ga duanya , pelayanan super cepet , wd lancar jaya"
0,bang Luke kmna bang ler
1,main 𝗣 𝗟 𝗨 𝗧 𝗢 𝟴 𝟴 tuh kayak peluang emas
0,lucuuu gt sih loyy yaammpunn😂❤❤ makin ngefanssss❤❤❤❤
0,Setahun berati marapthon 3 ini
0,"1:13:00 menurut gw ya.. menurut sotoynya seorang penonton aja nih.. kayaknya arap tu kek ada trauma ma yang sebelumnya gagal, makanya buat next kalo nikah lagi mau minta persetujuan temen2nya ni cewe baik ga kalo gw jadiin istri gitu.. karna dia percaya banget ma temen2nya bakal mau yang terbaik buat arap.."
0,"Come on guys, selepas Aloy, yuk naikkan Yuka! hahahaha"
0,mode diam angkat kaki .....rata lu semua..
1,"bro alexis17 ! ngadain giveaway nih , buruan ikutan deadline"
1,GA RU DA HO KI sudah terdaftar Resmi❤
0,Ban ayoo la sama ka niken lagi ban
0,Pas pdc di densu marapthon 2 jg kata Yb yg terakhir
0,lanjut part dua bng
0,"LUCU BAT ANJJJJ, NGAKAK BAT ASTAGAAA 🤣🤣🤣🤣🤣"
1,🍭 *KYT4D* 🍭 adalah motivasi terbaik untuk meraih kesuksesan
0,"Circlenya asik bngt njir 🤣🤣 dengan jot yg galak Yuka yg konyol menjadi bumbu penambah rasa, berasa ngikut nongkrong juga ini aku yg nonton 😅"
1,𝘼 E 𝐑 𝙊 𝟾 8menawarkan pendekatan kolaboratif dan berbasis komunitas. 🥜
1,"keberuntungan bener-bener gacir 𝘋о𝙍a𝟩𝟩 , nggak nyangka !"
0,"Sayap yb keren, jot finance gary serba bisa + koki 😁"
1,ꗥ𝙈 𝘼 𝙉 𝙐 𝙏 8 8ꗥselalu ada barokah main disini jepee mulu
0,gak pernah ke club mana ngerti aku hahaha
0,Bngke orang tua dibentak-bentak 😭🤣🤣
1,orang bilang alexis17 tuh miracle banget !
0,siapa yg nungguin konten perang sarung
0,😢bg kapan ngevlog sama sepontan cihuy gua kngn
1,"sis , worth it gak sih 𝘼𝙇𝙀𝙓𝙄𝙎17 dicoba ?"
0,Aseeeek gua nungguin om ded jadi tamu di next marathon 😅
1,tau duit kenal alexis17 .
1,Puas Jepiy nya disini-Ga Ruda Ho ki🔥🥰
1,Ini video bener-bener ngingetin gue sama 𝑰𝑺𝑻𝑨𝑵𝑨𝑩𝑬𝑻17❤️
1,"menang pawpaw4d , prediksinya benar-benar mantap !"
0,grecep bang
1,gue rela ninggalin hobi fokus alexis17 .
0,9:52 ini ngakak banget sih wkwk
0,temen nya temon nih
0,"Berharap sih lebih bnyk undang bintang tamu dan kejutan"" lagi di s3 marapthon,biar ga bnyk Lala lolo Lala lolo nya .... 🎉 Start lagi di momen"" ramadhan 😅"
1,Dimana pun bermain tetap💙💙P R O B E T  8 5 5💙💙tempat terbaik dan ternyaman untuk bermain game !!
0,Ahli neraka jahanam 😂
1,"jepe 2 kali , wede lancar banget"
0,Di YouTube Deddy Corbuzier pun masih ada komentar promosi judol👏👏👏
0,Nah ini seru nyamar jd youtuber lain gk tau klo itu jeje miharja
1,"Ini konten level dewa, seriusan ❤𝐒𝐔𝐑𝐘𝐀𝟖𝟖❤ respect 🙌🎮"
0,"15:40 = Arap beli followers
16:19 = Ngarang cerita
17:50 = Gerry pulang Gereja mabok
20:26 = Rumah arap ilang
27:44 = Sponsor ......"
0,Bang radit undang Deo COC dong
0,sumpah seneng liatnya 😂😂😂😂😂
1,"Rezeki dari,🎱𝓟𝓡𝓞𝓑𝓔𝓣855🎱bikin senyum lebar hari ini. Terima kasih banyak!💯"
0,Apaan si lu dit pertanyaan lu kaya bocah dongo bang🥹
0,"Mantap, om dedy ajakin balap gocar"
1,"Ini video cocok banget dipasangin sama konten,🌍ℙℝ𝕆𝔹𝔼𝕋855🌍"
0,"Bot..

orang pindah tim kok di komenin, udah gitu pas kairi taunting emot ke rrq, kaya personal gitu ke kairi, ditambah ler ke onic...jadi ilfil gua yang tadinya ngefans malah redflag"
0,lawan bot itu kocak
1,"Dengan kerja keras dan bantuan ✅ 𝗕𝗔𝗥𝗗𝗜𝟰𝗗 ✅, kesuksesan pun menjadi nyata"
0,gak selesai selesai gue ngakak dari awal sampe akhir hahahaha
0,next kalo marapton season 3 bagusnya undang pascol bersama lc lcnya wkwkwk bakalan seru sih bikin turnamen langsung 5 vs 5
0,"Akun kecil sih juga gpp
Tp nanti akhir an di ajak DC aja pasti seru juga😂"
1,hasil 𝘿е𝑊a𝘋𝐎𝐑a memudahkan modal usaha tambahan .
1,𝐓𝐈𝐌𝐎𝟒𝐃 mantul banget semua fiturnya lengkap dan praktis 😍✨
0,Bang lnjut sama kak niken
0,Aman dari ben juga 🎉
0,Belajar dunia malam di usia 40😭😭😭
0,"ini episode gila banget sih, keren parah🎉"
0,halo bg lerr
0,YouTube go
0,bang coba spin celana angel putih plis baca
1,🌈 Waktunya bersantai sambil main di 🅿️🆄🅻🅰️🆄777!
0,"Aloy University 🎉

Belajar yg bener yaaaa mahasiswa aloyyyyy"
0,Close the door udah jauh dari menginspirasi sekarang tamu nya itu2 terus 😂
0,"Awal vidio usahain kasih Bait, Catch isi KONTEN yang bisa mancing audiens, please JANGAN TEMPLATE opening, inget aturan awal vidio klo 5 detik pertama ngga bisa bikin audiens tertarik pasti diskip. gw udah langsung skip di menit 10 pertengahan dan masih ngga ada yang bisa narik otomatis gw close, jangan ragu buat nampilin scene paling menarik di awal vidio, biar orang nonton full dan nyari scene yang muncul di awal"
0,Terhibur bgtt lucuuu😂😂😂
1,"gila , namanya 𝘼𝙇𝙀𝙓𝙄𝙎17 ? unik banget ."
0,kalo om ded jadi nginep 24 jam jadi kru tambahab yah.. masuk2 kostum bon clay sih asik juga nihh
1,Saatnya bersinar bersama 1:12 M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳
0,48: 49 ngakakkk bgt bg alooyyy 🤣🤣🤣
1,"Kudu kasih jempol buat ⭐ A L E X I S 1 7 ⭐, top markotop!"
1,"Ya Tuhan, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 bikin speechless! Visualnya memanjakan mata, ceritanya penuh makna! 👏"
1,"Wede brusan lancar, mntp banget sih"
0,pake akun asli ganti nickname aja jee
0,Tepe ga di ajak siih
0,"pas banget sekarang 1 feb.
al-fatihah untuk kak lula 🥺🤍"
1,"Salut sama kualitasnya! 🔥𝐀𝐋𝐄𝐗𝐈𝐒 𝟏𝟕🔥, video ini bener-bener informatif dan seru. Pasti bakal jadi favorit banyak orang!"
1,"Rezeki lancar jaya hari ini berkat 𝘈𝐇𝑀𝐀𝐷𝙏О𝐓𝘖, alhamdulillahirobbil'alamin!"
0,Nada tinggi mulu loy
1,"Lagu ini tuh bukan cuma enak di telinga,🏴‍☠️𝓟𝓡𝓞𝓑𝓔𝓣855🏴‍☠️tapi juga nyentuh sampai ke hati. Liriknya dalem banget, dan melodinya bener-bener bikin suasana hati berubah. Setiap denger lagu ini, kayak dibawa ke tempat yang penuh kenangan. Terima kasih udah bikin karya sebagus ini. Worth every second!💯"
1,kali maxwin 5 kali di-ga ru da ho ki
0,"Yuka kcplosan apa gmna nih, apa si arab emng dah nikah ya ama alm lula🙄"
1,"asli , the best pokoknya 𝘼𝙇𝙀𝙓𝙄𝙎17 !"
0,Ngeri ngeri 24 jam bisa bersama Om Deddy❤❤❤❤❤❤❤
0,"Wahh, awal maraphton season 3 sesuai tanggal lahir gw,,,"
0,...selengkapnya
0,"Si gerry songong , ketemu di siksorogo di sapa temen gw buang muka 😂 mungkin cape"
0,Tu kan ke pancing Lg🤣🤣🤣 1:09:14
1,TRENDING 1 GILAA MAMEEEN ＭＡＮＤＡＬＩＫＡ７７
0,Marapthon setahun gelooo
1,emang gak se-recommended alexis17 deh .
0,pas banget untuk hiburan ini. kai cenat udah kelar mafiathon3..  skrng arap bikin yg ke 3 juga nie.
0,Undang om ded ama igun pecah mereka
0,pake akun gede bg tapi ganti nick nya
0,"Yang katanya mekanik tua bisa ngalahin trio onik gini, gg bg xinnn🔥"
1,"𝐃𝙊𝘙𝐴𝟽7bikin hidup lebih berwarna, rezeki datang silih berganti!"
1,"Yauds, 🦋ALEXIS🦋1.7🦋 emang paling oke!"
0,Jot  jot sia biang nya numbalin orang. Ada aja tingkah nya buat nyeburin orang   yuka yg selalu kena lagi wkwkwkkw
0,Mending akun utama bng biar lawanya agak susah an
1,🌈 Keseruan penuh warna di Pulau777
1,instant spin cuan 𝔹𝑶𝑾𝑶𝟕𝟕 subhanallah langsung
1,Rasakan keseruan dan hadiah besar di GGWP88!
1,busett cerahh banget 𝐒𝐆𝐈𝟖𝟖 encess koinya ngasih mulu
1,"salam 𝗦𝗚𝗜𝟴𝟴 ! gampang jepe , sehat"
1,"nyimak abang , weton88 cair mulu"
0,"Diakhir pasti nimbal nih ""udah gt doang nutupnya"" 😂😂😂"
0,"Om dari pada PT GYM, mending wamil gak sih om, 24 jam di Barack latihan militer, di bangunin pake meriam, apel pagi lari Ampe pingsan pingsan om, biar ada jiwa nasionalis gitu wkwkwk"
0,"Absen sebelum puluh ribuan
👇"
1,terbaik sih gak pelit pelit
0,kucingg meeting masih ajee lucuuuu wkwkwkwkk
0,"Dar der dor nih😂, lebih 2jt iji viewsnya pasti"
0,Itu rafaiz bgg
0,"Ya ampun ni episode terkocak yg gw tonton , jam 12 ada MC bir GK ngantuk, 😂😂😂 ngakak"
0,Nunggu banget bulan Februari
1,"Gak ngerti lagi deh, ＰＵ𝙇𝘼𝙐𝙒𝙄𝙉 muncul di semua timeline gue."
0,1:13:54 sesetia itu Bang Arab Respect Sih 🙂
0,Gerceppppp
1,best alexis17 beneran gampang menang sl0t nya
1,Bangun tidur langsung buka ✌𝐓𝐈𝐌𝐎𝟒𝐃✌.
0,ᥲᥣ᥆ᥡ kᥲᥡᥲᥒ⍴ᥲᥣᥲძsk ⍴ᥣძᥱk ᑲᥣᥲmᥲ ᑲᥣᥱm᥆😅😅😅😅😅𝗍⍴ ᥣᥙᥴᥙ ⍴іᥒ𝗍ᥱr 😅😅😅😅ᥲᥒᥲk ᥲzᥲ ᥒᥲᥒgіs ᥣіᥲ𝗍 mᥙkᥲ ძіᥲ ᥲᥒᥲk r᥆ᥡ😅😅😅
1,Bangun2 segar melihat JALAK4D SELALU DI HATI ❤❤
1,"bermain teman-teman 𝐒𝐆𝐈𝟖𝟖 seru asyik , rezekinya !"
1,Tutorialnya gampang diikuti! 💕𝐌𝐎𝐍𝐀𝟒𝐃🟣 bikin aku langsung paham caranya!
0,Emang legend bangsin mm open war+inisiasi😂 kelasssss
1,"Bandar Weton88☀ auto, sultan gacur"
1,gassss di  💎𝐒𝐆𝐈𝟖𝟖💎 membuka peluang untuk menutup hutang dengan hasil positif.
0,Pertama bang ler
0,Seruuuuuuuuuu banget😂
1,𝘋𝐄𝘞𝐀𝐃O𝐑𝘈 bikin mekswin makin gampang
1,gak pusing mikirin biaya honeymoon kalo udah join alexis17 .
1,Emang gak ada yang se-transparan ALEXIS⭐17⭐ deh.
0,Sumpah ini paling pecah podcast nya wkwkwkw
1,"jepe , wede gampang banget"
1,💥 Mau seru? Gaskeun 🅿️🆄🅻🅰️🆄777
1,"gak masuk akal , pulauwin bikin penasaran ."
0,GILAAA KELAZZ BANG XINNN 😍😍
1,ＰＵＬＡＵＷＩＮ tuh selalu muncul pas lagi pengen healing.
1,𝘼𝙇𝙀𝙓𝙄𝙎17 engga pelit petir ! .
0,Minum biyar g grogi drpd minum hbz tu hamilin cewek
1,lo gak tau serunya cobain 𝙋𝙐𝙇𝘼𝙐𝙒𝙄𝙉 .
0,Karyawan pabrik juga mulai kerja jam 11 malam sampai jam 7 pagi😂
0,Aishh bang Baban .. sengaja kali kalah bah 😅😅😅😅 kasian Viko nya bang ban😅
1,"Keren parah! 🔥ISTANABET 𝟏𝟕🔥, video ini bikin saya kagum sama kedalaman materinya. Terus berkarya ya!"
0,Gw tebak nanti di akhir si bang vikoy bakal masuk guild bsk 🗿
1,Semua orang bilang ALEXIS⭐17⭐ tuh bener-bener ngebantu keuangan.
1,"Keren parah,🌍ℙℝ𝕆𝔹𝔼𝕋855🌍Pengen nonton ulang!💯"
0,Dabest sih mereka ...
1,"MINI1221! muncul di story, ketemu di sudut kota. 📣📽️🏙️"
1,"4:22 ""Sumpah estetik banget!! Transisi halus, warna-warnanya bikin adem,🎱𝓟𝓡𝓞𝓑𝓔𝓣855🎱dan musik latarnya cocok banget!💯"
1,geloo 𝗦𝗚𝗜𝟴𝟴 cair x100
0,Kawannya rigen kah🙏🏻
0,Karakter Rigen kedua
0,"òm ded kudu wajib mampir ke sison 3..
sison ke 2 kan ga jadi tuh.. 
mampir sambil bawa nasi padang ya om.."
0,9:48 habis ini bikin sayembara seru tu bg
1,"Nih ρυℓαυωιɴ muncul di komen video masak aja, maksudnya apa coba 😭"
1,GA RU DA HO KI terpopuler masakini❤
0,Pertama bang 🎉🎉🎉🎉🎉😊
0,"geri itu sebetulnya dia orangnya pemalu.
dan juga introved
tapi kadang kawan2 nya mau membuka bahwa introved itu kadang ada bagus dan tidak.
karena itu di kenalkan ke fans dengan cara mas arab"
1,🎶 Keseruan tanpa henti: ＰⓤＬＡＵ777
1,"Modal kecil nggak masalah, yang penting hasilnya gacir kayak di 𝐀𝑋L𝟩77!"
1,Selalu percaya sama insting lo karena hoki sering datang diam diam 🔥𝗝 𝗨 𝗡 𝗜 𝗢 𝗥 𝟴 𝟴🔥
1,keren banget situs ✩░▒▓▆▅▃▂▁𝐌𝐀𝐍𝐃𝐀𝐋𝐈𝐊𝐀𝟕𝟕▁▂▃▅▆▓▒░✩ hampir tidak ada kerungkatan bro rasio kemenangannya tinggi banget gokil sih ini blm pernah nemu situs yang gacor kali kek gini susunan pola nya enak banget buat dicombo sama petir merah nya langsung aja all in
1,ＰＵ𝙇𝘼𝙐𝙒𝙄𝙉 tuh kayak nama resort mewah tapi kok viralnya beda arah ya?
1,emang gak se-legit alexis17 sih .
0,21:49 nertawain hasil generate yang gagal 😂
1,jepey gmpng banget 𝐒 𝙂ｉ𝟖 𝟖
0,gw mah curiga 1 tahun maraton season 3 nya haha
0,"om Ded setiap Arap jadi guest selalu ngomong “kita udah lama bgt ya, brpa taun y” biar apasih njir wkwk jdi hapal"
0,"Kesini karna heran video ini viewnya kok segini gede dibandingin podcast Radit sama yang lain , ini pada nontonin apaan sih 😂"
0,"Harusnya sampoerna bisa sih jadi sponsor juga, karna kan anggota marapthon kan suka isep sampoerna..rugi sih kalo ga pastisipasi.."
1,SUPER MANTAP mandalika77 TERBAIK PALING MANTAP DENGAN RTP DI ATAS 98% BAGUS BANGET SEMOGA HOKI SEMOGA BISA NULAR SAMA PELAYER LAIN
0,Kenapa ada om Firmansyah segala?😅😅
0,Ngagakkkk bangettttt😂
0,Ni org effortless funny bgt anjirrr
0,Dapet Rekomendasi maen diGa Ruda Hoki ghacoorr bgt😭
0,undang ardittt bang
0,Cie nabrak mantan
1,hapuslah komen 𝓟 𝓤 𝓛 4 𝓤 𝓦 𝓘 𝓝
0,"Hahahahaha baru 10 menit, berasa lg nonton bocil diajarin emaknyaaa,,yg pelajarannya susaah, anaknya gak ngerti2 😅"
1,jekp𝙤t k o i s l o t bikin ketagihan !
1,sih 𝘼𝙇𝙀𝙓𝙄𝙎17 trending gitu ? asli ?
0,BABAN MAIN SAMA BANG VARKOP DAN NIKEN DONG
0,Pasti trending sih 😂
0,YUKAAAA muka lu yang bener ga?! 😭😭😭
1,"terimakasih selalu upload bg, walaupun masih sibuk🎉𝗪𝗘𝗧𝗢𝗡𝟴𝟴"
1,Konsistensi kecil tiap hari bisa jadi hasil gede nanti 🔥𝗝 𝗨 𝗡 𝗜 𝗢 𝗥 𝟴 𝟴🔥
1,"Mantul banget 𝓅 𝓊 𝐼 𝒶 𝒰 𝟩 𝟩 𝟩, jepe lagi nih."
1,"iseng doang main 𝐷оrа𝟩𝟳 , eh ketagihan ! cuan nih !"
1,𝕄𝘼 𝑵 𝐔 𝑻 8 8...Gachoor parah geeeeess
1,"gak nyangka menang 𝐏 𝐋 𝐔 𝐓 𝐎 𝟖 𝟖 , serasa mimpi siang bolong"
1,Setiap momen berkilau di M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳
1,bro kemana aja nih ? alexis 17 viral tau gak sih
0,Gk berhenti ngakak gw anjir...🤣🤣
1,solusi penghilang stress cuman alexis17 .
0,Bg jadi boren kematian lagi bg
1,Bener-bener video yang bikin✨GA 𝐑𝐔𝐃a 𝐇𝐎 Ki 🌟 semangat hidup lagi 💪
0,klo banyak banyak dimuteee kenapa di undang atuh raditttt
1,"Pelayanan D 𝘖 Я 𝘼 𝟳 𝟳 super ramah, puas banget! 🔆"
1,Keren banget! ❤A L E X I S 1 7❤ emang paling top!
0,Next bikin sayembara pake mobil ini to
0,"Setiap Orang ada masanya, setiap masa ada orangnya.
kita tunggu.

Season 3 tak lama lg, Siapin Uang Kalian."
1,Emang gak ada yang se-gampang ALEXIS⭐17⭐ kalo soal dapetin cuan.
0,seru nih kalo kayak gini.
1,"̶P̶U̶L̶A̶U̶7̶7̶7̶., dunia penuh kemenangan dan hadiah"
0,10 x ada kali gua nonton ini
1,"D𝑂𝑅𝐴𝟩𝟽 aku cba, lngsg jekpot besar"
0,Kesel kali sama Adit ini😡
0,Terimakasih bg jun selalu up saat subuh untuk kami sahur ❤
0,"Dimana ada Reza Arap, di situ gw hadir 😍🤩"
1,🍭 *KYT4D* 🍭 adalah kunci untuk meraih impian suksesmu!
1,Tiap hari makin banyak aja yang bahas 𝙋𝙐𝙇𝘼𝙐𝙒𝙄𝙉 tapi gak ada satu pun yang jelas.
1,"Ketawa sama Raditya Dika, tapi senyum gue lebh lebar pas notifikasi ODDIGO masuk"
0,Pertama
0,hadir bg ler
0,"Bacotin juga dia je,"
0,"Singkat, padat, Inter Milan"
0,"14:52 average bapak-bapak ketika anaknya minta kucing 😆. bokap gw sampe sering beliin cemilan dan mainan kucing, bahkan ke kucing liar di luar rumah juga dibeliin."
1,Banyak poin menarik yang kebetulan relate sama hal-hal di KYT4️⃣D ☯️
0,kalo di sayembara in gelo si kaga akan ketangkep
1,"Setiap buka Twitter, trending topic-nya gak jauh-jauh dari 🅿︎🆄🅻︎🅰︎🆄︎🆆︎🅸︎🅽︎."
1,"🦋ALEXIS🦋1.7🦋 itu sigma, mandiri dan keren!"
1,"Keren parah! 🔥𝑰𝑺𝑻𝑨𝑵𝑨𝑩𝑬𝑻17🔥, video ini bikin saya kagum sama detailnya. Semangat bikin konten sebagus ini!"
0,"Saran gw bang, mabar sama ayang acolll"
0,Baru ini liat Garry panik 😂
1,"Nih 𝙋𝙐𝙇𝘼𝙐𝙒𝙄𝙉 tiap buka TikTok pasti nongol lagi, apaan sih sebenernya 😭"
1,💎 Nikmati hiburan elegan di Pulau777
1,Ini baru YouTuber idola!🌍ℙℝ𝕆𝔹𝔼𝕋855🌍
1,apalagi ini 07:01 Ｐ ＵＬ Ａ Ｕ W I N ⚡️
0,Duta klarifikasi wkwkwk
