Label,text
1,Gak nyangka banget ketemu situs bagus kayak 🔥 𝐋𝐄𝐕𝐈𝐒𝟒𝐃 🔥
0,"Bener"" King yang Low Profile 😂"
0,"Jorokin bang ke stand up, ni orang ngomong aja udah lucu udh banyak bahannya😂"
0,"Selamat malam semuanya, silahkan mabux🤣🤣🤣"
0,Gajah? itu mksd nya gimna guys? ga paham jir
1,"begadang nontonin mister aloy nge dj , sambil pegang hp main di 𝐅𝐀𝐉𝐀𝐑𝟕𝟖 bos biar seru"
1,saran sumber tambahan yang masih nyambung sama pembahasan di video ini. Kalau mau cek di Artis4D
0,Seruuuuuuuuuu banget😂
1,𝗜𝟴𝟴𝗖𝗔𝗦𝗛 𝗦𝘂𝗽𝗲𝗿 𝗠𝗮𝗻𝘁𝗮𝗽 𝗮𝗰𝗼𝗿𝗿𝗿 𝗯𝗮𝗻𝗴𝗲𝘁 𝗵𝗮𝗿𝗶 𝗶𝗻𝗶
0,Obrolan paling gokiiilll ini😂
0,13 menit.. w g sanggup lagi nonton.. emossiiiiiiiiiiii sama pertanyaan radiiiiiiittttt 😭😭😭😭😭
0,"6:35 ""inter Milan""  sakit perut gw ketawa, ga expect bakalan di jawab begitu😭"
0,Jir namanya alay renaldy kakanya medy renaldy
0,Gue jatuh cinta njirrr🥰🤸
1,"𝗕𝘂𝗸𝘁𝗶𝗸𝗮𝗻 𝘀𝗲𝗻𝗱𝗶𝗿𝗶 𝘀𝗲𝗻𝘀𝗮𝘀𝗶 𝗺𝗲𝗻𝗮𝗻𝗴 𝘁𝗶𝗮𝗽 𝗵𝗮𝗿𝗶 𝗯𝗲𝗿𝘀𝗮𝗺𝗮 𝗜𝟴𝟴𝗖𝗔𝗦𝗛

𝘀𝗲𝗸𝗮𝗿𝗮𝗻𝗴. 😄"
0,80% penonton dari tik tok😂
0,"Masak iya radit ga pernah ke club? Kalau iya, cowok baik kaliiii wkwkwkwk ga pernah dugem"
0,Itu minum dimuntahin trs diminum lgi njir😅😅😅
0,Lu akan jadi artis besar loy attitud lu bagus banget
0,Tapi kan elu udah putus!? .. Kenapa masih gw pake???! HAHAHAHAHAHA NGAKAK ANJ
1,"Lagi gak ngapa-ngapain, pikiran nyasar ke T0GEL62 😑"
1,Gue udah nyerah… T0GEL62 emang susah dilepas
1,"Kalo lu gak ngerti kenapa T0GEL62 rame, jangan dipaksa"
1,"Kalo lo nemu T0GEL62 di komen, berarti kita satu aliran"
1,"Sebenernya T0GEL62 gak spesial, tapi entah kenapa nyantol terus"
1,"Penasaran mulu tiap denger T0GEL62, padahal udah tau isinya"
1,Nggak semua yang bikin nagih itu buruk… contohnya T0GEL62
1,Siapa sih yang pertama kali ngenalin T0GEL62 ke FYP ini? 😅
1,"Iseng scroll, nemu T0GEL62… yaudah, nasib 😭"
0,Br ini gue mau gebukin radit 😂😂😂
0,"Gimana saya yah, yang tiap hari tidurnya jam 4 subuh, bangun jam 8 pagi, job, smpai jam 11 malam, itu gak bisa lngsung tidur, tidurnya jam 4 subuh lagi,,,
Gak sehat itu yah"
0,Bang radit mewakili aku yg tidak pernah ke club/dugem
0,Bang undang Jadi Ginimi dong
0,38:27 thumbnail nya wkwkw
0,"Aing ga pernah clubbing, tapi aing suka joget² 😂"
0,part paling lucu di menit 42.00
0,Nyambung banget dah ni berdua 😂🤣🤣🤣
0,Sebatas inter Milan 😭 anj..
0,izin bang Radit ambil vidio
0,13:43 gw ampe hampir keselek susu ultramilk😂
0,Ni org effortless funny bgt anjirrr
1,(っ◔◡◔)っ ♥ yang  pasti kasih wede = sodaslot88 ♥
0,"nah itu lah gue ga pernah bisa relate sama dunia malam, krn yaaa emg mending tdr enak d rmh wkwkwkwkw."
0,"""Nyentil mata sendiri"" petcah bet si bang wkwkwkwkwk"
0,kalau penasaran langsung ke club aja mas radit
0,"gw temenan sama circle yang tiap hari nya mereka ngobat , mabok , club , padahal mereka kelahiran tahun 2000an semua , cuman saya yang klahiran 96 , tiap mereka ngajak ke club selalu gw tolak meskipun penasaran 😅"
0,Radit saluuut... Mabok.. mau tanya jenis minuman yg kalian paling balnggain di clube coba sama ngga kaya yg kami minum tiap hari ... (TKI ... Di taiwan...
0,"aku pernah ke club 3,4x tp g tau knp g dapet enaknya.... apa krn g suka keramaian ya.... tp suka musiknya😂😂😂"
0,Bang kita buruh pabrik juga kerja malam masuk jam 22.30-06.30...tapi kuat....ternyata kita sama dg king Alloy... 😂😂😂
0,tapi kan lu dah putus 42:09
1,Main bentar doang langsung cair gede di ⚡𝙐𝙇𝙏𝙄𝙈𝘼𝙎𝙇𝙊𝙏⚡rezeki anak senja banget
0,"privat privat, pukblik pablik"
0,"Pertanyaan babang radit, emang ngeselinn😅😅😅😅"
0,Sebenarnya suka dengan becandaan mereka yg bikin gk sreg  pada ngomong joroknya si
0,Menit 48.skian scond pcah sih...gagp natrul tba2 blng gak lah😅😅😅😅 njir mpe gw ulah2 dah
0,"""semua pekerjaan cape"" salut ini orang ga pernah ngerasa si paling paling."
0,"pertanyaan bang radit adalah pertanyaanku kalo ke clubbing dan teman2nya.
maaf ya loyyy hahahhaha"
0,sumpah ini lucu banget wkwkwkwk
0,Cpe bgt lawati iklan nya
1,support terus konten konten keren gini bang 𝐅𝐈𝐆𝐔𝐑𝟒𝐃 jadi makin semangat nonton nya🥰
0,Dari awal udah capek bgt ketawa mulu 😂😂😂😂
0,"seru banget, maksih bang radit 🔥🔥🔥"
0,Dulu sering banget kerja smpe blackout. jam 12 crowd naik tp jam 11 udah hilang dr lane wkwkkw (minum dr jam 6 sore)
0,Kesini gegara mic dari mantan 😂
0,"gapernah nnton podcast radit,ini first😂"
0,club tuh legal ga sih
1,💥 Setiap spin penuh kejutan! Disini tempatnya pecah super luar biasa 🔥 𝐋𝐈𝐆𝐀𝐊𝐄𝐌𝐁𝐀𝐑
0,Mending lu ke club langsung
0,Koment² dsni bagus² bgt. Tp video ini muncul d FB astaghfirullah komennya ancur bgt
1,"Mimpi apa aku semalam, modal receh bisa cair 25jt di ⚡𝙇𝘿𝘽𝙋𝙇𝘼𝙔⚡ mantap joss"
0,"Kaaa,,,iklannya banyak bangeeetttt😵‍💫😵‍💫udah up lucu,,kepotong iklan nih"
0,"Ya ampun ni episode terkocak yg gw tonton , jam 12 ada MC bir GK ngantuk, 😂😂😂 ngakak"
0,stiap podcst yg ngundg alot rata2 trending ih
0,sepanjang video ngakakk mulu gue nontonnya 😂
0,ke club boleh bawa gitar acoustic bang?
0,Nunduk sama yg sulap itu attitude tanoa disadari wkwlpun ngonong kadang nge gas😂😂
0,25:40 sampe detik 50 dengerin deh ada suara cewe
0,Bang radit ngga beneran ngga paham dunia malem apa emang cuma bersikap gitu biar obrolan di podcast lebih menarik sih ya😂
0,Ngumpul sini yg kepanggil dari TikTok
0,Sory ini 10.00 ge ulang berkali kali😂
0,"disini bang radit lagi stand up dah, yg lucu dianya soalnya wkwk"
0,Ini orang ekspresi nya lucu banget😭😂
0,Buat mas dika! Apakah videonya di potong? Soal nya durasi cmn 50menitan padahal asik bngt obrolan Kalian saling menghargai bercanda sewajarnya ga merendah orang lain juga😊😊 asik sumpah
0,Jgn ngomelin bang radit gw! Idola gw tuh
0,Terimakasih edukasinya bang
0,"gue kebayang bgt endingnya pasti dia blg ""udh ni bang closingnya gt doang?"""
0,ni org diem doang lucu. natural bet lucunya.
0,seumur idup ga pernah party anjir 😢
0,Semakin gak koneknya 2 manusia ini semakin lucu ajg 😂😂
0,Secara gk langsung radit edukasi buat ke club 😂
1,"Baru juga daftar, eh langsung dapet 15jt di ⚡𝙐𝙇𝙏𝙄𝙈𝘼𝙎𝙇𝙊𝙏⚡"
0,"kingsss, sampe 5jt view"
1,"Main santai, hasil mantap – itu 💎ＪＡＲＵＭ７７💎"
1,"Baru main 2 spin, saldo udah naik di 💎ＪＡＲＵＭ７７💎"
1,💥ＪＡＲＵＭ７７💥 Bener-bener lain dari yang lain
0,"Haha Bilang Celana Pendek Dan Sendal .. Jadi Nostalgia Di Salah Satu Clubbing di Jateng , Masuk Pake Sendal dan Celana Pendek + Hoodie Dan Topi Alhasil Distop Di Pintu Masuk Dengan Adu Argumen Kecil dan Tetep Bisa Masuk dan Alhasil Dipantau All Security Internal Club Tsb. .Saat Di Dalam Cuma Saya Yang Celana Pendek dan Pake Sendal , Dingin Poll Euy 😅😂"
0,Kak.. tolong undang Cast COC season 2 terutama Lutfi. eksposurenya baru tinggi
1,Seru banget ya kumpul bareng teman tapi lebih seru dan penasaran lagi kalau sambil main game bareng di 𝐓𝐀𝐊𝐉𝐔𝐁𝟒𝐃
0,Bang radit undang anak anak coc s 2 bang
0,seru banget banget bangett ak nonton dari awal sampai akhir tanpa skip sambil lipet baju wkwk
1,Dari modal receh jadi sultan di 💎ＪＡＲＵＭ７７💎
0,gawat itu mic akan jadi masalah nih
0,"radit is me, me is radit lmao"
0,"bang izin untuk potong potong videonya yakk, maaciwww"
1,Siapa yang udah coba The Border hari ini? Gila sih RTP-nya 93% di game 𝐋𝐈𝐆𝐀𝐊𝐄𝐌𝐁𝐀𝐑 ! 🔥
0,Dan pertanyaanku mirip bgt sama yg ditanyakan bang radit wkwkk
0,"Dia merasa ga lucu krn keseharian nya mmng gitu, tanpa harus berusaha utk ngelucu... Tp org nganggep nya lucu! Gmn dong 😅"
1,hanya di TAKJUB4D yang dikasih menang tiap hari dan gak bakal buat dompet tipis
0,hidup isinya klarifikasi
0,"Kyk ga ada artis lain aj, pemabuk di undang aduh aduh"
0,gak pernah ke club mana ngerti aku hahaha
1,💎ＪＡＲＵＭ７７💎setiap hari auto JP
1,Cuan deras tiada henti bareng 💎ＪＡＲＵＭ７７💎
0,6:32 mana ga siap gw😂
0,10 x ada kali gua nonton ini
0,Cukup seru untuk mengalihkan kesedihan yang saya alami yaitu Kejadian Motor PCX Saya Di curi oleh pencuri di teras Rumah saya pada tanggal 16/08/2025 dijam 02:00 WIB Pagi
0,"06:30 - 06:40 pecahh bangett aslii,cuma ngmgin ke club malah jdi kemana² 🤣🤣"
0,6:35 nah ini spontan nya 😂
0,Orang Palembang memang banyak klakarnya😂😂
0,"Bang Radit
Gampangnya gini

Alyo adalah instruktur senam spesialisasi Club"
0,"jir gw cuma sekali ke club , berisik gak cocok ama gw 😂, kalo minum mah mending di rumah ae lah, kalo musik nya metal si oke 😂"
0,Banggg  pleaseeee undang LUTHFI COC 🥹🥹🥹🥹
0,Jadi tau ke club itu kayaa gimana wkwkwk
0,Pantes karen nanyaa tu bang 😁😁
0,2 minggu 5 juta loh yg nonton wk apalagi 1 tahun
0,Radit ngsih pertanyaan ky bocah yaaa😂😂
0,Kesel kali sama Adit ini😡
0,orong dunia mlm vs org perpus 😂
0,"suka banget dah sama kepribadian bang randi,sumpah klo ketemu orang yang kayalu bakalan gw jadiin temen setia bang,kaya nya kepribadian kita cocok🤣"
0,40:17 48:48 ngakak bgt😂
0,"Udh mau tidur asli mataku sepet bgt, malah nonton ini ngabrut bgt tolong 😂🤣 perutku kaku"
0,Mending nonton perang makanan
0,"Udah deh loy,ajakin bang radit ke club aje daripada capek2 ngejelesin."
0,jujur kaget bgt waktu bahas barang ilegal kek eh anjirr kagak takut lu pada??? gw yakin semua ngerti mksdnya apa😭 untung bng radit cepet mikir lgsg klarif buat nyari aman😭😭😭
0,"Circle Dugem Muka alien semua, pantes yg cakep di panda unyu2 putih bersih"
0,BANG TOLONG UNDANG FURKY TM
0,Bang radit selanjutnya request ajak anak coc yang bernama Christopher govert dong mau tau seberapa seru dia
0,ᥲᥣ᥆ᥡ kᥲᥡᥲᥒ⍴ᥲᥣᥲძsk ⍴ᥣძᥱk ᑲᥣᥲmᥲ ᑲᥣᥱm᥆😅😅😅😅😅𝗍⍴ ᥣᥙᥴᥙ ⍴іᥒ𝗍ᥱr 😅😅😅😅ᥲᥒᥲk ᥲzᥲ ᥒᥲᥒgіs ᥣіᥲ𝗍 mᥙkᥲ ძіᥲ ᥲᥒᥲk r᥆ᥡ😅😅😅
0,bangke...bahas privetttt & publiqqq...bikin ketawa wkwkwkwkwkk
0,Saya jam 9-10 udah ngantuk an so seperti denger hal baru di sini 😅😅😅
0,ajakin loyy bang Radit ke club😂
0,nih orang siapa?  terkenal karna apa?
0,Muka nya emg kocag bro 😂
0,Inti nya radit cocok di KTV.
0,"GOKIL 4,6jt ngalahin king yb inima😂"
0,Sumpah mood bgt nonton kalian😂😂🎉🎉
0,21:15 jadi ga ada harga dirinya 😅
0,"Kenapa gua ngerasa kali ini Radit beneran gob***,ga mungkin pura2.."
0,Ini bukan sesuatu yg hsrus dipelajari sih
0,Bang radit aja ketawa apalagi aku. Wkwkwkwkwk
0,LUUUUUCUUUUUUUUUUUUUUUUUUU ❤❤❤❤
0,Biar pecah aja kuping saya udah 🤣🤣🤣🤣
0,SUKA SEKALI EPISODE INI
0,"Ngomong kasarnya, kan buat lucu²an,itu juga sama temenan yg uda akrab😎😎,🤩, maaf kalo slah"
0,"King Alloy ngerendaah,🤦🏻‍♂️,😎🤩"
0,"NGAKAAAAAKKKKK ""DJ AYO MAINKAN INI......."" HAHAHHAHAHAHA"
0,baru ini podcast yang aku tonton lebih dari sekali karna seru dan lucu
1,"Suka banget sama Chaneel DIAMOND177 ceritanya penuh makna, best pokoknya Diamond177"
0,kelas tambahan bagi yg mau belajar tentang dunia malam😂
0,Mood banget nonton sambil makan mie😂😂
0,"Asik,gaul,berteman sama siapa aja gamau beda bedain org,atitude tetap bagus. Birpun slengean tapi tau atitude,mantap king"
0,Pulang dari sini pangsung skak di tanya sama keren 😂😂
0,9:52 ini ngakak banget sih wkwk
0,Abis ini podcast nya bikin yang dua sisi berbeda seru 😂😂😂
0,lucuuu gt sih loyy yaammpunn😂❤❤ makin ngefanssss❤❤❤❤
0,Udah nonton yg ke-2 kalinya seseru ini wkwk
0,Yukita ke club yuuuu😂😂
0,Disinj radit berasa bloon bggt ih sebel
1,Cari game yang pasti untung? 👉 PALEM4D jawabannya!
0,Ga pernah ke club tp di rumah rutin minum amer dan soju
1,"Tempat cari cuan Hanya di RAJACUAN88

Buruan deh daftar disini >>> Cuan nya nyata gak bohong RAJACUAN88 memang tempat untuk cuan 🤑🤑💰"
0,gue nonton ulang² g bosen sama cuma pengen liat topinya yg tadinya lurus smpe akhirnya dimerengin😭🤣
0,"bang Radit wajib punya kotak ituu sihh, jadiin merchandiseee bang 😅😅"
0,Plis lucu banget 😅 12:35
1,Coba 𝘾𝘼𝙍𝙄 𝘼𝙅𝘼 𝘿𝙄 𝙂𝙊𝙊𝙂𝙇𝙀 ✨BIANGTOTO✨
0,"Terdebest mabes lah 
Ga ada lawan sih itu tempat"
0,Ayo bang Radit jajalin NGe Dj 🎉
1,Sumpah asik banget Diamond177 bener-bener bikin betah!
0,Kayanya rambutnya dya yg model bgini bawa hoki 😂 jadi banyak dikenal orang
0,"Mending dengerin DJ AGUS ON THE MIX bang, pasti pecah🤣"
0,Antara aku-kamu dan gue-lo😅
0,Viewernya juara wkwk
0,Bikin bukuu lageeee plisss banyak nih kejadiann 🤣🤣
0,Dia yg marah2 kok aku yg bahagia😅
1,king aloyyy emng ada aja  kelakuannya😂 𝐉𝐀𝐋𝐀𝐊𝟒𝐃 sukses selalu❤
0,Jir gw kira mc pembawa acara Sama ky pikiran bang radit😂😂😂😂
0,Video paling banyak di tonton 😄
0,Bang raditt kapan rilis dnd ?!!
0,Fix baru mabok itu ribet bgt ngejawab pertanyaan nya 😂
0,"gelooo views nyaaa,, part 2 bang"
0,Wkwkwkkww lucu lagi 🤣🤣🤣
0,bang radit kalo mau belajar langsung coba aja gak sih
0,"2-2nya lucu, cair banget wkwkkw"
0,gabisa brenti ngakak😭
1,Emang gak pernah bikin kecewa di 🥇𝙐𝙇𝙏𝙄𝙈𝘼𝙎𝙇𝙊𝙏🥇😋 langsung cair 13jt
0,Catet mas catet!!!! Tolong di noted😂😂😂
0,dari ekpresi mukanya aja udah lucu😂
0,"Ini kali ke3 aku nonton,tetap ngakak🤣🤣🤣🤣🤣🤣🤣🤣"
0,"Secara tidak langsung Bapak"" Ini request club privat room tanpa asap dj privat dan sendirian dengan komunitas nya"
0,hahahahhaha kocakk asliiii
0,ekspresinya ajaa begituu hahaha gimana ga lucu 🤣🤣🤣🤣
0,selamat datang selamat mabuk semuanya😂😂😂
0,"Makasih bang tutor masuk club nya, Jadi tau gua kalau mau ke club"
0,Bener2 nonton tanpa skip2 dan nyaman bngt ini nonton y lucu parah
0,Jadi penasaran apa yang disensor bg wkwkwkwkwk. 😂
0,ADI ARKIANG plis bang
0,Lucu bnget lagi anjir 48:48 🤣
0,jjr pertanyaan Radit banyak mewakili 😂
0,Bang adi arkiang atau AR plis dia lucu sekali😅di abg sama tikum
0,Ajak bang Radit pas lu perform loy wkwkwkwk
0,Kenapa harus pegang tali jaket si😅
0,Emang stussy Top bangett🫵🏼
0,Anak gaul vs kutu buku
0,33:36 ini lucu bgt si wkwkwkw
0,Gw belum pernah ke club dan pertanyaan gw sama kaya bang radit lagi😂
0,bisalah ajakin bang radit main DJ..
0,Tp keren loh dia bahasain dirinya” aku “
0,Curiga bang radit habis ini main ke club krn pengen tau kek mana lalu di buat bahan stand up nya karena bagi dia ini kaya dunia baru 😂
0,"Yg aku penasaran nih, di club gitu suka ada copet gak ? 😂"
0,Karna dj panda juga ini ..naik rejeki rekan nya semua
0,Jadi pengen liat Radit di ajakin masuk club. 😅
0,"bang radit keren, pasti sebelum ngundang udah risef si alloy lucunya dimana. Alloy lucu pas kesel wkwkw
bang radit jenius"
0,radit versi dark side
0,"gw mau memperthatikan bener2 nih..
biar tau"
0,Menyemangatin dengan triak nerakaaaaaaaaaaaaaaaaaaaa😂
0,Muka nya bang radit ada maksuddd
0,"""Selamat datang... selamat mabuk"" 😂😂😂 🤣🤣🤣"
0,ini kok lucu banget ya😭
0,setelah sekian lama baru kali ini lagi gue nonton podcast Radit sampe kelar & no skip
0,tandem ama rigen trus di wawancara indra frimawan wkwkwk
0,9:33 gong banget anjiiiiiiir spotify😭
0,"“Kasih gue club coba”

“Kasih lu club? INTER MILAN.”"
0,Kayanya gara2 ada jeksen weng.. megang2 aldi❤❤
0,"Bang Dika dari dulu masih sama sih bang  kaya ga tua2 pas di nyunyu sampe sekarang msh sama, aku ex nyunyu bang😢"
0,Harus editan nya kaya bbk
0,Berasa nonton tikum episod definisi nongkrong
0,"nonton pas udah 3,5 juta x ditonton"
0,3 hari hmpir 4 jt viewrs 🎉
0,Napaa siii loyy trending terus 😂😂😂😂
0,Viewers nya mantap..
0,Iklannya banyak bet gila
0,Emang lucu ngomongnya
0,asli lucu banget ngakak
0,40:20 bengekk yaampun 😭😭😭
0,Awas liver loy. Sehat2
0,King klarifikasi inimah 😭😭😭
0,"Apaan nih muncul lagi, plis lah ini malah ngasih edukasi dunia malam/clubbing2 an...Jauhi dunia malam/clubbing guys gk berguna sama sekali.."
0,Lucu banget emg bang radit luarbiasa pertanyaannya😂
0,"pas bahas mic pemberian, gua yg gugup 😂"
0,Radit ini pura2 bodoh
0,Radit pnasaranya bongan njir
0,Postcards paling menghibur😂
0,"Kasih gua club.... ""inter milan"" 😂😂😂😂"
0,"komuk nya itu loh, blm ngomong aja udh bikin ngakak😂"
1,💚🌈💚🌊 main di 𝐑𝐔𝐏𝐈𝐀𝐇𝟖𝟖 member baru bonus 200% masuk di awal tanpa TO 💚🌈💚🌊
1,🎯 CUAN CEPAT? 𝐑𝐔𝐏𝐈𝐀𝐇𝟖𝟖 JAWABANNYA! ⚡
0,"Inget nih sama orang dateng ke garut ada 😂 
Dia dateng sama keponakan .
Gw tegur karrna di acara keluarga adik ponakan meninggal lah tatto kemana mana 😂 bang maaf bawa jaket ga 😂"
0,Kuliah lo ambil apa? Gue sih ambil hikmahnya aja ... wkwkwkwk
0,Tidak semua orangtua tapi Rata-rata😂ngelarang anaknya masuk dunia malam tapi setelah menikmati hasilnya😅malah di suruh suruh wkwkkwk itulah orangtua iyaaaa tidak semua tapi serius Rata-rata😅begituuuu
0,"Radit di ajak ke Club dong, seru kali"
0,"dia tuh alergi bgt dipuji apa gimana, tiap dipuji langsung tantrum😭😭😭"
0,gua selalu penasaran percakapan setelah podcast ini selesai
0,"Undang adek adek sama bokap nyokap lu bang, gw penasaran kan mereka sering muncul di kisah hidup lu dalem buku yang lu tulis"
0,"gila lu loy ye sekelas radit lu omelin mulu tiap menit, udah sepantaran loy ye"
0,orang dengan tampilan seclubbing ini panggilannya tetep aku-kamu🤣
1,"Gue suka vibe videonya, cocok sambil main di ✨𝐏𝐒𝐓𝐎𝐓𝐎9️⃣9️⃣✨"
1,"Ajak temen nonton ini, trus lanjut cuan bareng di 🍭𝐏𝐒𝐓𝐎𝐓𝐎9️⃣9️⃣ 🍭"
1,"Videonya asik banget, cocok buat healing sambil main di 🍭𝐏𝐒𝐓𝐎𝐓𝐎9️⃣9️⃣ 🍭"
0,baru 2 hari viewsnya udh 3jt bjir emg gk ada obat king 😂
1,Siapa yang nonton ini sambil nyoba keberuntungan di 🍭𝐏𝐒𝐓𝐎𝐓𝐎9️⃣9️⃣ 🍭?
1,Kontennya bikin semangat! Apalagi habis WD dari 🍭𝐏𝐒𝐓𝐎𝐓𝐎9️⃣9️⃣ 🍭 😎
1,Skill kamu mantap! Kayak hoki gue semalam di 🍭𝐏𝐒𝐓𝐎𝐓𝐎9️⃣9️⃣ 🍭
1,"Mantap nih, makin semangat cari cuan di 🍭𝐏𝐒𝐓𝐎𝐓𝐎9️⃣9️⃣ 🍭!"
0,Masa club ada nyamuk 😭😭
1,"Keren banget videonya! btw, ada yg main di  🍭𝐏𝐒𝐓𝐎𝐓𝐎9️⃣9️⃣ 🍭 juga?"
1,Makasih infonya! Sama kayak hoki gue hari ini di ✨𝐏𝐒𝐓𝐎𝐓𝐎9️⃣9️⃣✨
1,"Ini baru konten! Sambil nonton, iseng login ke 🍭𝐏𝐒𝐓𝐎𝐓𝐎9️⃣9️⃣ 🍭 dulu ah"
1,Gokil! Abis nonton ini langsung lanjut hoki di 🍭𝐏𝐒𝐓𝐎𝐓𝐎9️⃣9️⃣ 🍭 haha
0,"Yang satu susah bngt buat jelasin..
Yang satunya lagi ga paham-paham..

😂😂😂"
0,Nonton udh 3x gk bosen
0,seru obrolanya g ngebosenin
0,"Belom pernah masuk club,
Btw masuk nya bayar tiket ga?"
0,"Wkwkwk, bru awalan udh klarifikasi aja 😂"
0,wkwk the style is the same 😂
0,cocok udah ini topi pada miring semuadah
0,"Yang gak pernah masuk club, sini kumpul"
0,Gimbal.. Dan kalau bikin postingan di pantai bali selalu bawa amer
0,the real king 2 hari udh 3juta
0,2 hari 3jt view geloooo
0,NGAKAK BANGET WOYY SERUUU 😂😂😂
0,"Buset 2 hari 3 juta 😂
Efek King😂"
0,Ngakak bgt sampe akhir 😂😂😂😂😂
0,Udah bang langsung aja. Bikinin film tu bang Radit sutradarain. Kalau suatu saat terjadi. Ramalan gua bener wkwkkww
0,Podcast paling bikin gue ngakak🤣🤣🤣
0,"Bnyk bgt iklan nya njirr 😑
Tpi gw gak skip"
0,Beda dunia sedang mencoba di satukan😂
0,"dia tu naturally funny jir, kek diem aja lucu😭"
0,ngakak dengan kepolosan bang radit wkwk
0,Kecewa disensor segala anjrit
0,Bangke ngakak mulu ni wkwkw
0,duhh karen maap karenn😂
0,"siap king,,, siapppp..."
0,aku yg sama sekali gak kenal dunia malam.gal.pernah clubing juga nyimak bgt
0,Alod Alodd Aloddd Alooddd
0,2 hari view nya udah 3 juta 🎉
0,Tim ke club cuman nonton konser😅
0,Bang lu main ke tempat mereka dong minta diajarin live streaming 😂😂😂
0,Bang Radit ini kayak kita yang penasaran dunia malam tapi tetep bawa minuman teh botol kemana-mana 🤣
0,knp gw suka nonton podcast bang radit definisi flow podcastnya itu rapih bener2 keren emg bang radit kl podcast
0,Ngegas mulu kinggg anj lah😅
0,Inter milan pecah si 😂
0,"Akuuuu nonton 3x, terhiburrr banget Loyy"
0,Nada tinggi mulu loy
0,"Gak ekspek banget pas bilang ""Kasih gua club"" Dijawab ""INTER MILAN"" 🤣🤣🤣🤣"
0,Baru menit pertama komuk die pas di zoom camera gak kuat bgt🤣🤣 malem2 pettttcahhhhh😂
0,Kamprettttttt jangan mau mahallllllll
0,Muka dia klo lg bingung sm pertanyaan radit kocak bgt anjir🤣🤣
0,Bang radit beneran ke club ini bentar lagi wkwk
0,gacocok ni orang namanya aldy
0,sejam ga kerasa bgt denger 2 org pinter ngomong🤩
0,Wkwk banyak tat tet tot nyaa yaah
0,48: 49 ngakakkk bgt bg alooyyy 🤣🤣🤣
0,Lagi minum hampir kesedak pas bang Radit ngomong ALOD 😂
0,Kesini karena fyp tiktok 😂
0,Ajarin stand up comedy bang kek Turki lucu
0,Terlalu Naif Raditya
0,"Kesini karna heran video ini viewnya kok segini gede dibandingin podcast Radit sama yang lain , ini pada nontonin apaan sih 😂"
0,anying knp dikasih Intermilan 🤣😭
0,"Lu bisa kalem ga sih loi, marah2 mulu elaah 🤣"
0,Mr klarifikasi 😂😂😂 lucu mulu
0,Semangat terus loy😂😂😂
0,Mulai pertama ampe abis full ngakak😅😅😅
0,22:07 nasib jadi badut 😂
0,Emosi banget sih loy heran 🤣🤣🤣🤣🤣
